Trip_ID,Truck_ID,Driver_ID,Date,Mine,Destination,Distance_km,Coal_Weight_Ton,Fuel_Used_Liters,Average_Speed_kmh,Loading_Time_Min,Unloading_Time_Min,Weather,Traffic_Level,Driver_Experience_Years,Previous_Delays,Safety_Score,Delay,Fuel_Efficiency_km_per_liter,Loading_Time_Group,Experience_Group
TRIP-05991,TRK-035,DRV-038,2026-04-22,Mine_D,Railway_Yard_B,39.76,24.48,14.6,49.42,35.01,29.33,Clear,Medium,16,3,87.97,0,2.723287671232877,30-40 min,13-20 years
TRIP-02346,TRK-048,DRV-101,2026-04-22,Mine_C,Railway_Yard_A,138.5,17.64,30.27,52.01,31.46,37.84,Heavy_Rain,Low,7,3,76.19,0,4.575487281136438,30-40 min,4-7 years
TRIP-07229,TRK-038,DRV-086,2026-04-22,Mine_A,Railway_Yard_A,71.31,16.49,14.96,36.66,44.14,30.83,Clear,High,20,6,85.32,0,4.766711229946524,40-50 min,13-20 years
TRIP-01961,TRK-094,DRV-016,2026-04-22,Mine_A,Railway_Yard_A,86.96,37.76,25.96,49.37,35.26,35.72,Rain,Low,17,1,90.65,0,3.349768875192604,30-40 min,13-20 years
TRIP-02494,TRK-024,DRV-163,2026-04-22,Mine_B,Power_Plant_B,91.67,27.01,23.14,37.7,37.07,36.32,Clear,High,14,1,83.23,0,3.9615384615384617,30-40 min,13-20 years
TRIP-03799,TRK-087,DRV-061,2026-04-22,Mine_D,Railway_Yard_A,37.96,32.56,15.28,39.97,28.87,23.35,Clear,Medium,14,3,86.37,0,2.484293193717278,Under 30 min,13-20 years
TRIP-02690,TRK-083,DRV-167,2026-04-22,Mine_C,Railway_Yard_B,39.51,35.78,17.34,34.97,33.42,25.91,Heavy_Rain,Low,11,3,89.15,1,2.278546712802768,30-40 min,8-12 years
TRIP-09663,TRK-043,DRV-115,2026-04-22,Mine_C,Power_Plant_B,22.3,28.37,12.83,40.17,51.99,21.83,Clear,High,1,5,83.69,0,1.7381137957911146,Over 50 min,1-3 years
TRIP-05908,TRK-010,DRV-140,2026-04-22,Mine_C,Power_Plant_A,85.34,38.01,26.78,44.06,30.16,20.45,Cloudy,Low,20,1,77.51,0,3.1867064973861092,30-40 min,13-20 years
TRIP-06964,TRK-038,DRV-180,2026-04-22,Mine_D,Power_Plant_B,89.06,20.62,22.37,29.23,34.06,16.74,Clear,High,16,2,96.34,0,3.9812248547161375,30-40 min,13-20 years
TRIP-00782,TRK-047,DRV-014,2026-04-22,Mine_C,Power_Plant_A,113.38,23.24,22.06,47.71,30.89,20.38,Cloudy,Medium,8,1,84.33,0,5.1396192203082505,30-40 min,8-12 years
TRIP-04683,TRK-044,DRV-155,2026-04-22,Mine_A,Power_Plant_A,130.17,20.62,28.49,20.0,60.0,35.66,Heavy_Rain,Medium,7,1,88.22,1,4.568971568971569,Over 50 min,4-7 years
TRIP-04689,TRK-007,DRV-007,2026-04-22,Mine_D,Power_Plant_B,111.62,35.55,28.52,50.27,35.32,23.0,Clear,Medium,3,2,77.46,0,3.9137447405329597,30-40 min,1-3 years
TRIP-09801,TRK-054,DRV-136,2026-04-22,Mine_D,Railway_Yard_A,106.48,26.6,21.49,41.15,50.08,19.2,Clear,Medium,3,5,64.34,1,4.954862726849698,Over 50 min,1-3 years
TRIP-06911,TRK-024,DRV-080,2026-04-22,Mine_C,Railway_Yard_A,86.27,33.54,20.73,42.1,36.77,19.6,Heavy_Rain,Low,15,3,71.8,1,4.161601543656536,30-40 min,13-20 years
TRIP-04088,TRK-011,DRV-129,2026-04-22,Mine_B,Railway_Yard_B,101.05,29.74,20.19,50.83,36.54,24.74,Cloudy,Low,20,0,66.05,0,5.004952947003467,30-40 min,13-20 years
TRIP-03124,TRK-092,DRV-192,2026-04-22,Mine_C,Power_Plant_A,145.3,28.81,29.51,48.06,34.01,27.08,Clear,High,15,2,77.46,1,4.923754659437479,30-40 min,13-20 years
TRIP-01631,TRK-013,DRV-017,2026-04-22,Mine_D,Railway_Yard_B,91.56,33.37,21.4,45.33,26.16,25.06,Clear,Medium,8,6,84.37,1,4.2785046728971965,Under 30 min,8-12 years
TRIP-05410,TRK-054,DRV-081,2026-04-22,Mine_A,Railway_Yard_A,142.98,15.34,25.35,49.83,26.03,23.05,Clear,Medium,11,5,85.22,1,5.640236686390532,Under 30 min,8-12 years
TRIP-06909,TRK-006,DRV-012,2026-04-22,Mine_D,Railway_Yard_B,97.56,25.96,20.24,57.6,23.57,27.03,Clear,Low,4,3,70.94,0,4.820158102766799,Under 30 min,4-7 years
TRIP-09016,TRK-005,DRV-138,2026-04-22,Mine_B,Power_Plant_A,32.25,28.21,11.36,41.98,43.92,16.12,Clear,Medium,19,6,74.28,0,2.8389084507042255,40-50 min,13-20 years
TRIP-02400,TRK-090,DRV-119,2026-04-22,Mine_A,Power_Plant_A,29.54,20.88,9.85,49.57,44.74,24.57,Rain,Medium,16,3,88.37,1,2.998984771573604,40-50 min,13-20 years
TRIP-00796,TRK-026,DRV-162,2026-04-22,Mine_B,Power_Plant_A,92.54,33.14,19.89,51.44,39.89,20.44,Clear,Medium,18,4,75.65,1,4.652589240824535,30-40 min,13-20 years
TRIP-02373,TRK-025,DRV-088,2026-04-22,Mine_C,Power_Plant_A,115.47,25.12,26.51,28.08,43.31,22.42,Rain,Medium,5,5,80.85,0,4.355714824594492,40-50 min,4-7 years
TRIP-04904,TRK-063,DRV-053,2026-04-22,Mine_C,Railway_Yard_B,86.06,33.28,25.32,34.91,31.08,31.29,Rain,Medium,2,1,80.86,0,3.3988941548183256,30-40 min,1-3 years
TRIP-00182,TRK-028,DRV-015,2026-04-22,Mine_D,Power_Plant_A,103.68,26.31,22.34,59.23,30.38,27.27,Cloudy,Low,16,3,86.26,0,4.641002685765444,30-40 min,13-20 years
TRIP-02594,TRK-075,DRV-179,2026-04-22,Mine_A,Power_Plant_A,139.9,21.35,25.95,46.72,22.04,26.29,Clear,High,19,5,83.85,0,5.3911368015414265,Under 30 min,13-20 years
TRIP-02793,TRK-028,DRV-185,2026-04-22,Mine_D,Power_Plant_B,55.45,19.16,11.75,39.84,46.92,29.05,Clear,High,7,6,83.55,1,4.719148936170213,40-50 min,4-7 years
TRIP-06500,TRK-025,DRV-129,2026-04-23,Mine_A,Power_Plant_B,122.66,33.88,29.43,47.19,40.69,28.15,Clear,Medium,10,1,76.51,0,4.167855929323819,40-50 min,8-12 years
TRIP-02009,TRK-020,DRV-120,2026-04-23,Mine_C,Power_Plant_A,37.24,35.76,15.72,38.57,32.96,20.96,Rain,Medium,6,1,90.04,0,2.3689567430025447,30-40 min,4-7 years
TRIP-07506,TRK-016,DRV-190,2026-04-23,Mine_C,Railway_Yard_A,23.01,18.93,11.58,53.83,45.83,24.98,Clear,Low,8,1,62.73,0,1.9870466321243525,40-50 min,8-12 years
TRIP-03362,TRK-033,DRV-172,2026-04-23,Mine_D,Power_Plant_A,139.39,27.7,29.76,50.44,15.51,22.72,Clear,Medium,8,3,78.06,0,4.683803763440859,Under 30 min,8-12 years
TRIP-01354,TRK-010,DRV-120,2026-04-23,Mine_C,Railway_Yard_A,81.3,21.12,20.06,44.41,31.42,22.75,Heavy_Rain,Low,5,6,80.89,0,4.05284147557328,30-40 min,4-7 years
TRIP-01679,TRK-063,DRV-177,2026-04-23,Mine_D,Railway_Yard_A,65.05,39.6,17.05,56.37,37.79,20.31,Clear,Low,1,3,90.3,0,3.81524926686217,30-40 min,1-3 years
TRIP-04434,TRK-010,DRV-147,2026-04-23,Mine_A,Power_Plant_B,135.03,15.69,30.02,25.14,31.22,26.32,Rain,High,18,3,88.99,0,4.498001332445036,30-40 min,13-20 years
TRIP-03941,TRK-035,DRV-128,2026-04-23,Mine_C,Railway_Yard_B,52.97,37.54,15.52,62.85,37.06,26.05,Cloudy,Low,4,2,80.25,0,3.413015463917526,30-40 min,4-7 years
TRIP-00780,TRK-082,DRV-175,2026-04-23,Mine_C,Power_Plant_A,88.91,19.47,18.84,42.01,37.4,20.79,Clear,Low,3,3,79.99,0,4.719214437367303,30-40 min,1-3 years
TRIP-02111,TRK-037,DRV-147,2026-04-23,Mine_B,Power_Plant_B,129.82,31.27,27.27,24.64,44.16,26.15,Rain,High,11,4,71.01,1,4.76054272093876,40-50 min,8-12 years
TRIP-08247,TRK-036,DRV-155,2026-04-23,Mine_D,Power_Plant_A,100.46,16.13,19.24,53.85,50.13,31.24,Cloudy,Medium,12,2,82.32,0,5.221413721413722,Over 50 min,8-12 years
TRIP-01829,TRK-064,DRV-099,2026-04-23,Mine_C,Power_Plant_B,129.72,32.15,31.65,32.16,36.3,21.3,Rain,High,5,5,90.99,1,4.098578199052133,30-40 min,4-7 years
TRIP-07425,TRK-067,DRV-149,2026-04-23,Mine_C,Power_Plant_B,72.65,20.86,17.0,25.27,40.36,27.59,Heavy_Rain,Medium,19,1,82.13,1,4.273529411764706,40-50 min,13-20 years
TRIP-04836,TRK-049,DRV-009,2026-04-23,Mine_A,Power_Plant_B,26.42,28.85,8.72,46.21,41.06,23.78,Cloudy,Medium,10,3,86.92,0,3.029816513761468,40-50 min,8-12 years
TRIP-03652,TRK-066,DRV-073,2026-04-23,Mine_A,Railway_Yard_B,146.7,33.14,33.94,20.0,25.28,21.45,Rain,High,9,1,85.79,1,4.322333529758397,Under 30 min,8-12 years
TRIP-00310,TRK-036,DRV-171,2026-04-23,Mine_A,Power_Plant_A,135.19,38.84,31.67,31.11,26.0,21.99,Cloudy,High,20,1,92.58,0,4.268708556994,Under 30 min,13-20 years
TRIP-00125,TRK-028,DRV-006,2026-04-23,Mine_D,Power_Plant_A,70.39,16.76,11.86,47.31,30.27,27.16,Rain,Low,13,3,75.25,0,5.935075885328836,30-40 min,13-20 years
TRIP-09403,TRK-076,DRV-100,2026-04-23,Mine_B,Railway_Yard_B,77.45,35.53,19.96,58.03,25.06,23.81,Clear,Low,15,2,88.78,0,3.880260521042084,Under 30 min,13-20 years
TRIP-04819,TRK-053,DRV-030,2026-04-23,Mine_C,Railway_Yard_B,147.9,19.58,30.5,40.54,34.62,24.82,Clear,High,19,4,79.65,0,4.849180327868853,30-40 min,13-20 years
TRIP-05158,TRK-083,DRV-020,2026-04-23,Mine_B,Railway_Yard_A,90.49,21.88,24.25,20.0,41.83,21.64,Heavy_Rain,High,2,4,81.21,1,3.7315463917525773,40-50 min,1-3 years
TRIP-07593,TRK-058,DRV-137,2026-04-23,Mine_D,Railway_Yard_A,123.1,23.68,26.46,39.6,41.79,18.67,Cloudy,Medium,14,3,76.29,0,4.65230536659108,40-50 min,13-20 years
TRIP-07433,TRK-068,DRV-151,2026-04-23,Mine_B,Power_Plant_B,101.83,15.57,20.58,44.46,29.5,19.8,Clear,Medium,10,0,93.39,0,4.948007774538387,Under 30 min,8-12 years
TRIP-03663,TRK-076,DRV-023,2026-04-23,Mine_A,Power_Plant_B,66.06,20.25,11.81,54.06,33.46,25.38,Cloudy,Low,6,1,86.0,1,5.593564775613887,30-40 min,4-7 years
TRIP-00113,TRK-001,DRV-101,2026-04-23,Mine_B,Power_Plant_A,64.56,27.71,15.05,36.65,36.17,19.38,Clear,Medium,10,5,69.98,1,4.289700996677741,30-40 min,8-12 years
TRIP-08006,TRK-019,DRV-047,2026-04-23,Mine_D,Railway_Yard_A,22.38,22.7,8.8,43.89,22.43,12.53,Cloudy,Low,15,2,76.84,0,2.543181818181818,Under 30 min,13-20 years
TRIP-07232,TRK-051,DRV-079,2026-04-23,Mine_A,Power_Plant_A,97.16,36.69,22.18,36.97,26.94,33.77,Cloudy,Medium,10,4,68.49,0,4.3805229936880075,Under 30 min,8-12 years
TRIP-01859,TRK-065,DRV-080,2026-04-23,Mine_D,Railway_Yard_A,48.29,39.14,16.29,41.68,30.71,20.9,Cloudy,Medium,2,4,95.84,1,2.9643953345610807,30-40 min,1-3 years
TRIP-00630,TRK-052,DRV-015,2026-04-23,Mine_C,Power_Plant_B,104.29,16.17,18.01,35.21,33.57,28.93,Cloudy,Medium,11,3,84.81,1,5.790671848972793,30-40 min,8-12 years
TRIP-03660,TRK-040,DRV-013,2026-04-23,Mine_D,Railway_Yard_B,94.53,18.3,17.1,70.0,34.5,25.24,Clear,Low,17,2,84.42,0,5.528070175438596,30-40 min,13-20 years
TRIP-08990,TRK-073,DRV-062,2026-04-24,Mine_B,Power_Plant_A,129.61,25.74,22.26,50.71,20.25,23.13,Cloudy,Low,18,4,95.35,0,5.822551662174304,Under 30 min,13-20 years
TRIP-06545,TRK-076,DRV-056,2026-04-24,Mine_C,Power_Plant_A,108.47,25.67,25.01,45.22,42.29,29.29,Clear,High,16,3,74.7,1,4.337065173930427,40-50 min,13-20 years
TRIP-08546,TRK-059,DRV-040,2026-04-24,Mine_A,Railway_Yard_A,96.11,33.92,19.43,44.03,33.56,18.64,Clear,Medium,11,4,81.02,0,4.946474523932064,30-40 min,8-12 years
TRIP-03960,TRK-015,DRV-134,2026-04-24,Mine_A,Power_Plant_A,21.46,31.65,10.51,48.63,31.95,22.08,Clear,Low,14,2,79.15,0,2.0418648905803995,30-40 min,13-20 years
TRIP-04579,TRK-054,DRV-081,2026-04-24,Mine_B,Railway_Yard_A,149.47,22.53,31.79,30.1,40.32,26.23,Heavy_Rain,High,6,3,80.28,0,4.7017930166719095,40-50 min,4-7 years
TRIP-08996,TRK-014,DRV-190,2026-04-24,Mine_A,Power_Plant_B,54.87,18.28,15.36,40.11,30.26,31.23,Rain,Medium,10,3,78.81,1,3.572265625,30-40 min,8-12 years
TRIP-00872,TRK-051,DRV-096,2026-04-24,Mine_C,Railway_Yard_A,116.46,31.0,23.7,37.13,37.52,27.35,Clear,High,6,2,83.84,1,4.913924050632911,30-40 min,4-7 years
TRIP-01509,TRK-069,DRV-115,2026-04-24,Mine_D,Power_Plant_B,102.89,15.31,19.85,60.48,30.35,31.01,Clear,Medium,2,5,84.91,1,5.18337531486146,30-40 min,1-3 years
TRIP-08090,TRK-031,DRV-111,2026-04-24,Mine_D,Railway_Yard_B,33.56,21.78,9.46,36.6,41.05,31.05,Rain,Medium,6,3,83.15,0,3.547568710359408,40-50 min,4-7 years
TRIP-01506,TRK-055,DRV-117,2026-04-24,Mine_A,Power_Plant_A,141.05,20.41,27.09,35.02,33.13,27.52,Heavy_Rain,Low,17,0,89.64,1,5.20671834625323,30-40 min,13-20 years
TRIP-04562,TRK-013,DRV-017,2026-04-24,Mine_C,Power_Plant_B,74.86,28.53,13.51,51.16,38.84,19.62,Cloudy,Low,13,1,74.69,0,5.541080680977054,30-40 min,13-20 years
TRIP-02614,TRK-082,DRV-016,2026-04-24,Mine_C,Railway_Yard_B,114.83,39.51,32.18,22.83,36.44,27.78,Heavy_Rain,Medium,9,1,89.69,1,3.5683654443753885,30-40 min,8-12 years
TRIP-04247,TRK-012,DRV-093,2026-04-24,Mine_D,Railway_Yard_A,35.28,19.76,8.08,47.9,31.27,22.42,Clear,Medium,14,3,95.76,0,4.366336633663367,30-40 min,13-20 years
TRIP-00063,TRK-071,DRV-162,2026-04-24,Mine_D,Railway_Yard_B,142.13,21.07,28.59,38.46,32.23,35.87,Cloudy,Medium,1,1,86.05,1,4.971318642882126,30-40 min,1-3 years
TRIP-02081,TRK-044,DRV-124,2026-04-24,Mine_B,Power_Plant_A,33.34,24.88,11.03,47.57,31.18,32.4,Clear,Low,9,3,79.81,0,3.022665457842249,30-40 min,8-12 years
TRIP-02513,TRK-013,DRV-153,2026-04-24,Mine_A,Power_Plant_B,141.17,25.4,25.97,56.09,21.07,29.54,Clear,Medium,19,5,82.16,0,5.435887562572199,Under 30 min,13-20 years
TRIP-06360,TRK-002,DRV-179,2026-04-24,Mine_B,Railway_Yard_A,53.99,38.19,15.32,50.6,28.6,21.59,Cloudy,Low,18,2,86.59,0,3.5241514360313317,Under 30 min,13-20 years
TRIP-04439,TRK-034,DRV-140,2026-04-24,Mine_C,Railway_Yard_A,119.64,24.44,28.56,50.09,37.01,26.15,Clear,Low,12,2,67.83,0,4.189075630252101,30-40 min,8-12 years
TRIP-03082,TRK-019,DRV-089,2026-04-24,Mine_D,Railway_Yard_B,145.09,38.03,29.35,42.68,21.54,23.49,Rain,Low,16,4,77.1,0,4.943441226575809,Under 30 min,13-20 years
TRIP-06062,TRK-024,DRV-016,2026-04-24,Mine_B,Power_Plant_A,23.78,18.34,6.53,40.18,29.26,16.99,Clear,Low,8,3,78.98,0,3.641653905053599,Under 30 min,8-12 years
TRIP-05269,TRK-074,DRV-062,2026-04-24,Mine_B,Railway_Yard_A,123.14,19.49,24.71,37.62,44.15,17.78,Clear,High,2,1,73.97,1,4.983407527316875,40-50 min,1-3 years
TRIP-07334,TRK-078,DRV-158,2026-04-24,Mine_B,Power_Plant_B,116.1,33.47,27.05,64.4,34.6,29.98,Clear,Low,14,2,81.59,0,4.292051756007393,30-40 min,13-20 years
TRIP-06416,TRK-012,DRV-170,2026-04-24,Mine_D,Railway_Yard_B,80.71,16.91,16.42,48.52,27.71,25.5,Clear,Low,4,3,87.64,0,4.915347137637027,Under 30 min,4-7 years
TRIP-05382,TRK-051,DRV-056,2026-04-24,Mine_D,Power_Plant_A,70.43,23.3,18.08,31.66,35.81,31.99,Cloudy,High,6,2,93.41,0,3.895464601769912,30-40 min,4-7 years
TRIP-02159,TRK-002,DRV-150,2026-04-25,Mine_C,Railway_Yard_A,112.68,17.98,20.49,47.54,33.34,24.54,Cloudy,Medium,14,2,93.39,0,5.499267935578332,30-40 min,13-20 years
TRIP-04931,TRK-060,DRV-172,2026-04-25,Mine_C,Railway_Yard_A,66.9,21.08,15.73,45.29,34.59,26.84,Rain,Low,2,3,83.14,0,4.253019707565162,30-40 min,1-3 years
TRIP-07958,TRK-074,DRV-169,2026-04-25,Mine_B,Railway_Yard_B,78.63,23.7,15.97,47.95,34.15,27.13,Cloudy,Medium,8,3,77.89,0,4.923606762680024,30-40 min,8-12 years
TRIP-02301,TRK-068,DRV-183,2026-04-25,Mine_B,Railway_Yard_B,95.14,23.66,18.62,52.37,30.64,26.78,Clear,Medium,4,2,73.43,0,5.1095596133190115,30-40 min,4-7 years
TRIP-03222,TRK-088,DRV-185,2026-04-25,Mine_B,Railway_Yard_A,89.05,25.42,17.56,41.18,40.91,26.72,Cloudy,Low,1,2,86.36,0,5.0711845102505695,40-50 min,1-3 years
TRIP-00140,TRK-091,DRV-129,2026-04-25,Mine_D,Railway_Yard_B,141.21,21.78,27.24,40.75,24.09,23.19,Clear,Medium,2,3,87.59,0,5.183920704845815,Under 30 min,1-3 years
TRIP-04117,TRK-055,DRV-019,2026-04-25,Mine_B,Power_Plant_B,84.79,37.94,20.14,38.36,18.38,26.95,Cloudy,High,8,2,76.93,0,4.210029791459782,Under 30 min,8-12 years
TRIP-05668,TRK-052,DRV-044,2026-04-25,Mine_B,Railway_Yard_B,139.86,19.28,28.7,33.72,41.85,14.61,Rain,High,13,8,70.21,1,4.873170731707318,40-50 min,13-20 years
TRIP-08989,TRK-031,DRV-099,2026-04-25,Mine_B,Railway_Yard_B,40.12,30.18,14.55,29.92,38.29,25.25,Cloudy,High,13,2,89.26,0,2.7573883161512023,30-40 min,13-20 years
TRIP-06676,TRK-091,DRV-188,2026-04-25,Mine_D,Power_Plant_B,28.13,23.2,8.94,41.38,44.09,24.64,Rain,Low,8,3,73.37,0,3.146532438478747,40-50 min,8-12 years
TRIP-00584,TRK-029,DRV-079,2026-04-25,Mine_A,Railway_Yard_A,62.64,37.8,20.44,50.12,25.99,24.85,Clear,Medium,3,1,76.25,0,3.064579256360078,Under 30 min,1-3 years
TRIP-08342,TRK-044,DRV-117,2026-04-25,Mine_A,Railway_Yard_A,122.85,16.34,21.85,66.58,30.81,20.53,Clear,Low,5,1,78.65,1,5.622425629290618,30-40 min,4-7 years
TRIP-06345,TRK-019,DRV-098,2026-04-25,Mine_B,Railway_Yard_A,30.71,20.24,10.32,34.65,39.29,25.53,Clear,High,4,2,88.82,0,2.97577519379845,30-40 min,4-7 years
TRIP-03298,TRK-033,DRV-081,2026-04-25,Mine_A,Power_Plant_A,41.88,16.66,9.59,40.4,25.79,27.02,Clear,Medium,9,4,75.71,0,4.367049009384776,Under 30 min,8-12 years
TRIP-02181,TRK-074,DRV-066,2026-04-25,Mine_C,Railway_Yard_B,55.73,37.21,18.44,55.05,30.14,23.04,Cloudy,Low,19,3,82.36,0,3.0222342733188716,30-40 min,13-20 years
TRIP-02209,TRK-078,DRV-183,2026-04-25,Mine_B,Railway_Yard_A,112.31,24.89,25.38,40.36,34.66,20.85,Cloudy,High,14,4,79.13,0,4.425137903861309,30-40 min,13-20 years
TRIP-07444,TRK-051,DRV-022,2026-04-25,Mine_B,Railway_Yard_A,76.0,28.13,20.38,39.91,47.26,27.2,Cloudy,Medium,9,2,79.37,0,3.729146221786065,40-50 min,8-12 years
TRIP-01334,TRK-016,DRV-131,2026-04-25,Mine_D,Railway_Yard_B,146.04,38.11,32.7,52.41,44.49,19.68,Cloudy,Low,9,3,79.45,0,4.466055045871559,40-50 min,8-12 years
TRIP-08623,TRK-080,DRV-055,2026-04-25,Mine_A,Power_Plant_B,138.37,18.72,27.72,50.88,33.79,17.44,Cloudy,Low,13,1,90.48,1,4.991702741702742,30-40 min,13-20 years
TRIP-09030,TRK-009,DRV-073,2026-04-25,Mine_D,Railway_Yard_A,141.52,22.21,32.08,56.61,34.0,27.24,Cloudy,Low,8,5,68.27,1,4.411471321695761,30-40 min,8-12 years
TRIP-02259,TRK-055,DRV-025,2026-04-26,Mine_B,Railway_Yard_B,97.95,22.28,23.04,46.4,54.22,17.41,Clear,Low,20,6,93.4,0,4.251302083333334,Over 50 min,13-20 years
TRIP-01883,TRK-087,DRV-080,2026-04-26,Mine_C,Railway_Yard_A,21.3,31.29,8.92,45.38,32.74,27.3,Clear,High,18,4,80.09,1,2.3878923766816142,30-40 min,13-20 years
TRIP-06892,TRK-057,DRV-122,2026-04-26,Mine_A,Railway_Yard_B,54.96,34.14,17.61,37.62,32.31,16.02,Cloudy,Low,17,1,81.0,0,3.1209540034071552,30-40 min,13-20 years
TRIP-02531,TRK-070,DRV-141,2026-04-26,Mine_D,Railway_Yard_A,55.18,37.11,19.51,42.29,41.84,29.45,Clear,Medium,5,2,71.85,0,2.8282931829830855,40-50 min,4-7 years
TRIP-05974,TRK-090,DRV-112,2026-04-26,Mine_A,Power_Plant_A,132.75,38.52,29.35,42.51,38.83,21.68,Rain,Medium,1,7,84.04,0,4.522998296422487,30-40 min,1-3 years
TRIP-00345,TRK-038,DRV-176,2026-04-26,Mine_A,Power_Plant_A,112.17,20.6,25.95,30.01,42.32,19.96,Clear,Medium,19,1,77.83,1,4.322543352601156,40-50 min,13-20 years
TRIP-02930,TRK-095,DRV-159,2026-04-26,Mine_C,Railway_Yard_B,126.14,21.62,22.73,42.24,16.17,31.72,Rain,Low,4,2,86.02,1,5.549494060712714,Under 30 min,4-7 years
TRIP-04467,TRK-020,DRV-146,2026-04-26,Mine_B,Railway_Yard_A,29.38,28.9,10.16,65.81,24.86,25.63,Clear,Low,6,3,81.15,0,2.8917322834645667,Under 30 min,4-7 years
TRIP-05142,TRK-036,DRV-021,2026-04-26,Mine_A,Power_Plant_A,35.18,29.45,5.53,39.32,39.92,25.06,Rain,Low,13,1,82.68,1,6.361663652802893,30-40 min,13-20 years
TRIP-02522,TRK-021,DRV-048,2026-04-26,Mine_C,Power_Plant_A,52.85,26.29,11.56,59.88,38.71,24.15,Clear,Low,7,1,93.54,0,4.571799307958478,30-40 min,4-7 years
TRIP-03806,TRK-059,DRV-027,2026-04-26,Mine_B,Railway_Yard_A,35.0,22.93,12.7,33.29,48.09,24.05,Cloudy,Low,7,1,80.02,1,2.7559055118110236,40-50 min,4-7 years
TRIP-02231,TRK-050,DRV-115,2026-04-26,Mine_B,Railway_Yard_B,92.5,37.72,23.0,47.48,53.2,26.73,Clear,Low,1,2,87.21,1,4.021739130434782,Over 50 min,1-3 years
TRIP-07602,TRK-052,DRV-166,2026-04-26,Mine_A,Railway_Yard_A,110.54,26.77,25.47,58.6,24.77,23.87,Cloudy,Low,7,4,67.93,0,4.340007852375344,Under 30 min,4-7 years
TRIP-04605,TRK-051,DRV-043,2026-04-26,Mine_A,Railway_Yard_B,113.43,25.24,25.45,38.44,27.62,23.41,Heavy_Rain,Medium,8,2,89.55,0,4.456974459724951,Under 30 min,8-12 years
TRIP-07083,TRK-070,DRV-015,2026-04-26,Mine_A,Power_Plant_B,76.22,38.58,19.42,45.28,22.55,25.22,Rain,Low,13,2,83.69,0,3.9248197734294537,Under 30 min,13-20 years
TRIP-05307,TRK-008,DRV-100,2026-04-26,Mine_A,Power_Plant_B,90.91,34.5,24.48,55.16,34.96,18.8,Clear,Low,4,4,74.63,0,3.713643790849673,30-40 min,4-7 years
TRIP-08836,TRK-051,DRV-159,2026-04-26,Mine_D,Power_Plant_A,24.47,37.58,11.19,37.99,41.54,21.4,Cloudy,Medium,15,5,81.42,0,2.186773905272565,40-50 min,13-20 years
TRIP-08129,TRK-083,DRV-167,2026-04-26,Mine_C,Power_Plant_A,62.34,35.96,23.15,49.35,40.09,31.25,Clear,Medium,7,4,100.0,0,2.692872570194385,40-50 min,4-7 years
TRIP-07479,TRK-017,DRV-015,2026-04-26,Mine_D,Railway_Yard_A,55.92,35.93,17.1,47.47,35.42,28.22,Clear,Low,10,2,73.14,0,3.270175438596491,30-40 min,8-12 years
TRIP-05304,TRK-077,DRV-103,2026-04-26,Mine_D,Railway_Yard_B,98.69,22.26,21.38,44.33,45.5,17.4,Heavy_Rain,Low,8,5,79.97,0,4.61599625818522,40-50 min,8-12 years
TRIP-07371,TRK-009,DRV-157,2026-04-26,Mine_A,Railway_Yard_A,133.0,16.86,24.26,36.96,26.79,31.75,Clear,High,13,1,72.96,0,5.482275350370981,Under 30 min,13-20 years
TRIP-05805,TRK-052,DRV-049,2026-04-26,Mine_A,Railway_Yard_B,37.7,39.45,13.02,38.81,47.71,19.23,Clear,Medium,8,3,74.01,0,2.8955453149001538,40-50 min,8-12 years
TRIP-09500,TRK-068,DRV-150,2026-04-26,Mine_B,Power_Plant_A,124.13,19.29,20.71,45.11,34.26,30.57,Clear,High,11,6,87.87,0,5.993722839208112,30-40 min,8-12 years
TRIP-02237,TRK-043,DRV-059,2026-04-26,Mine_B,Railway_Yard_B,120.26,37.68,27.23,59.17,45.24,24.14,Clear,Low,11,2,80.12,0,4.416452442159383,40-50 min,8-12 years
TRIP-06179,TRK-016,DRV-014,2026-04-26,Mine_A,Power_Plant_B,60.94,18.8,15.59,52.43,34.65,22.22,Heavy_Rain,Low,3,0,76.88,0,3.90891597177678,30-40 min,1-3 years
TRIP-04941,TRK-011,DRV-047,2026-04-26,Mine_D,Power_Plant_A,145.37,34.94,30.89,51.67,39.65,25.34,Clear,Low,12,10,69.55,0,4.706053739074134,30-40 min,8-12 years
TRIP-04222,TRK-028,DRV-128,2026-04-26,Mine_C,Power_Plant_B,28.1,24.85,6.68,44.38,40.33,24.05,Rain,Low,14,4,69.28,0,4.206586826347306,40-50 min,13-20 years
TRIP-00143,TRK-099,DRV-021,2026-04-26,Mine_A,Railway_Yard_A,60.44,30.29,16.07,24.97,26.71,21.3,Cloudy,High,11,2,77.83,0,3.761045426260112,Under 30 min,8-12 years
TRIP-09869,TRK-080,DRV-032,2026-04-26,Mine_C,Railway_Yard_A,72.69,20.34,20.05,43.53,32.24,24.28,Cloudy,Low,19,2,69.1,0,3.625436408977556,30-40 min,13-20 years
TRIP-06458,TRK-078,DRV-009,2026-04-26,Mine_B,Power_Plant_B,40.27,15.1,7.89,49.1,46.38,31.41,Clear,Low,8,3,84.63,0,5.103929024081116,40-50 min,8-12 years
